N,P,K,temperature,humidity,ph,rainfall,label,EC,Calcium,Magnesium,Sulfur,Iron,Manganese,Zinc,Copper,Boron,Molybdenum,CEC,Fertilizer Recommendation
45,61,78,19.48649305,16.06240074,6.489389282,81.5284269,chickpea,1.175834708,4763.025068,318.3783486,23.5909174,27.52669488,26.62896074,2.339822031,2.20275148,1.965530814,0.859984668,36.02825204,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Reduce potassium-based fertilizers"
37,78,79,19.95264829,14.82633099,7.786366322,88.6810311,chickpea,1.816641227,1846.41205,190.7210824,10.80169888,33.09836815,13.82444784,2.680087701,2.576397069,1.441296607,0.446924073,21.47770661,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Reduce potassium-based fertilizers, Gypsum (Reduce pH)"
30,75,81,19.41789736,16.80472243,6.408437886,68.4951189,chickpea,0.832628926,2913.700457,138.1723366,93.8541619,6.587771289,30.87380594,1.593125373,3.346580625,3.470567145,0.456540399,31.03216134,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Reduce potassium-based fertilizers"
37,55,82,19.45591848,18.02235902,8.423873703,78.44910564,chickpea,1.630341296,1688.944981,199.8578532,17.01108387,17.03907865,29.20801751,8.741386881,1.038522514,2.505702478,0.254824883,29.48080663,"Urea (High Nitrogen), Reduce potassium-based fertilizers, Gypsum (Reduce pH)"
53,65,76,20.19137759,16.41998269,8.719960893,77.33795356,chickpea,1.108607533,3198.443729,266.5762458,25.61189902,47.94555322,49.66843815,0.203992984,4.394729414,0.363198182,0.233846128,14.13804463,"Reduce phosphorus-based fertilizers, Reduce potassium-based fertilizers, Gypsum (Reduce pH)"
22,60,85,18.8392908,14.74071856,7.811997977,94.78189594,chickpea,0.885539556,4481.731007,448.8787614,89.24796156,18.63211195,31.86558668,6.930605133,4.769062379,1.107090276,0.735898673,10.87451247,"Urea (High Nitrogen), Reduce potassium-based fertilizers, Gypsum (Reduce pH)"
60,61,78,20.71219282,19.83643308,6.317153205,94.03659867,chickpea,1.280271656,1399.78396,133.1850958,86.00632089,12.87299522,27.06924715,6.122679243,4.430452642,3.927477035,0.513448109,11.9509865,"Reduce phosphorus-based fertilizers, Reduce potassium-based fertilizers"
42,67,77,18.99424448,15.9362937,7.114405288,78.69707199,chickpea,0.828956574,3724.08901,202.8000784,36.0219372,11.89445043,47.04140648,4.468778478,0.309377827,1.297400952,0.369656523,18.54920974,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Reduce potassium-based fertilizers"
39,76,76,19.96837462,15.57324389,8.135900726,69.15759062,chickpea,1.837758299,3470.609855,238.3977181,20.84192983,19.34770915,38.62471314,4.227631142,1.369812597,1.6317157,0.735189553,19.15736193,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Reduce potassium-based fertilizers, Gypsum (Reduce pH)"
35,63,76,17.81564548,17.60756635,7.714153038,90.82097601,chickpea,0.689052883,3553.963819,90.67491774,97.5689593,18.08048205,32.80095237,5.216541899,1.638306546,2.29430402,0.018629095,33.13866262,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Reduce potassium-based fertilizers, Gypsum (Reduce pH)"
30,65,82,20.71424384,15.27824066,7.103798069,76.77888672,chickpea,1.012871101,3027.100429,292.0888893,12.71122914,43.26652024,2.577151282,4.918457452,4.205012071,2.374072255,0.527212853,22.58903014,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Reduce potassium-based fertilizers"
57,56,78,17.34150229,18.75626255,8.861479668,67.9545435,chickpea,1.426759163,4086.065812,443.3055685,23.61969238,44.08174521,8.547993117,5.83423633,4.817656747,3.957002359,0.330496434,37.22048106,"Reduce potassium-based fertilizers, Gypsum (Reduce pH)"
48,65,78,17.43732714,14.33847406,7.861128148,73.0926704,chickpea,1.359444005,1885.031378,151.9873921,88.87558292,44.89665174,16.88745358,4.14567855,1.226169501,4.196113322,0.703777921,20.76266223,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Reduce potassium-based fertilizers, Gypsum (Reduce pH)"
36,56,83,18.89780215,19.76182946,7.4526709,69.09512477,chickpea,1.527889037,3820.497587,283.1676102,71.68693275,29.34038333,32.84802167,8.79185664,0.367997501,1.596641669,0.893994819,22.73256816,"Urea (High Nitrogen), Reduce potassium-based fertilizers"
40,58,75,18.59190771,14.77959596,7.168096055,89.60982451,chickpea,0.507619195,3390.544227,454.4375277,10.76468135,16.49350693,41.34637269,9.348720306,2.724857359,2.523266034,0.491260892,30.35741981,"Urea (High Nitrogen), Reduce potassium-based fertilizers"
49,69,82,18.31561493,15.36143547,7.26311855,81.78710463,chickpea,2.49421541,1777.663272,280.7578955,36.89217853,30.25294583,7.328600849,2.90190584,3.735262257,4.132968749,0.799218335,21.06702103,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Reduce potassium-based fertilizers"
13,60,25,17.13692774,20.59541693,5.68597166,128.256862,kidneybeans,1.233634556,2295.638748,267.1872856,94.95437466,2.419022404,40.17605018,3.641273399,2.94459468,3.894226006,0.818577974,25.6166803,"Urea (High Nitrogen), Muriate of Potash (High Potassium)"
25,70,16,19.63474332,18.90705639,5.759237003,106.3598183,kidneybeans,1.882591589,3327.374662,408.3822017,21.82950951,33.49324806,19.26470788,5.491608491,1.617270503,2.08410985,0.328975567,8.51407614,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
31,55,22,22.91350245,21.33953114,5.873171894,109.225556,kidneybeans,0.398900788,3295.290727,56.21530579,30.66649806,48.17614649,3.898271881,6.510962663,0.21248265,4.18507797,0.025825017,36.18234124,"Urea (High Nitrogen), Muriate of Potash (High Potassium)"
40,64,16,16.43340342,24.24045875,5.926676985,140.3717815,kidneybeans,1.685048025,1403.4849,414.4779473,61.82652644,15.31101117,1.338860242,1.620408473,1.69545793,3.622720157,0.60074171,20.9260107,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
2,61,20,22.13974653,23.02251117,5.95561668,76.64128258,kidneybeans,1.366948613,1743.44753,97.97003439,69.16477787,1.971917251,41.01625195,9.138212491,2.940841905,2.566039237,0.614640688,8.151668697,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
26,65,22,17.84806561,18.77621951,5.949949081,143.0984171,kidneybeans,1.515937076,2328.315923,259.069798,25.57743364,2.003931921,42.69976397,6.127860121,0.512344988,0.221954239,0.531094813,13.90317783,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
17,57,21,19.88394011,20.31564139,5.789214289,60.91974792,kidneybeans,0.81107825,1563.156349,246.7050437,58.70952215,42.8197766,32.97287334,4.388359833,1.104405619,2.215271476,0.153961942,5.96040471,"Urea (High Nitrogen), Muriate of Potash (High Potassium)"
26,80,18,19.32509638,23.3334788,5.581021521,104.7783947,kidneybeans,1.958853202,4357.052196,368.574425,63.72291685,32.70970277,11.70036211,3.803803168,1.644035822,3.416361634,0.036126338,13.66368048,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
17,59,17,18.4167001,23.42829938,5.689858133,132.9801054,kidneybeans,1.003887859,2087.926721,93.35480109,90.68446759,18.93043606,16.29860601,4.606611559,1.438157032,3.992445927,0.721808197,25.18641321,"Urea (High Nitrogen), Muriate of Potash (High Potassium)"
27,59,22,21.81167649,23.20591245,5.794158504,130.0608093,kidneybeans,0.232269827,2387.452614,124.7518283,54.7372068,18.53998781,40.25658808,4.80987613,0.775038064,3.944833392,0.211181536,10.80202246,"Urea (High Nitrogen), Muriate of Potash (High Potassium)"
28,58,24,19.72702528,18.28173015,5.748190463,143.7630894,kidneybeans,0.222886818,4035.550186,264.226967,28.25303544,46.15524738,26.54579942,7.549849719,4.895842,1.841361171,0.19716183,25.86670035,"Urea (High Nitrogen), Muriate of Potash (High Potassium)"
25,57,19,17.15432954,19.87070659,5.566522896,87.99669731,kidneybeans,2.099324524,2339.914619,277.1655887,33.31274637,2.982924371,9.631395706,1.281840098,0.608692262,4.651403264,0.927561773,21.97494285,"Urea (High Nitrogen), Muriate of Potash (High Potassium)"
28,80,17,19.62207826,18.67170854,5.809419584,144.1567454,kidneybeans,0.968761253,4781.51229,455.2632449,70.57057427,3.71162908,48.94073184,7.735393229,1.346223577,0.588969219,0.98144971,8.168282666,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
25,60,22,21.63149148,21.17919701,5.887263027,134.3649948,kidneybeans,0.844357417,3071.503507,356.5691617,29.18806702,23.56740408,11.24138875,8.325190641,0.787270045,2.502407507,0.13256665,21.17453125,"Urea (High Nitrogen), Muriate of Potash (High Potassium)"
12,78,23,16.06522754,18.72479695,5.99812453,88.06638775,kidneybeans,0.50830732,4787.014166,338.6345532,24.90147203,21.17502281,8.701932477,5.80203566,1.600868596,1.54271271,0.799564165,35.77605122,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
6,77,25,20.61162204,24.36314135,5.792744849,69.63833855,kidneybeans,1.838884826,4698.838279,143.1606332,41.37751782,6.740113493,41.53646032,0.291142325,1.301544446,3.028964556,0.27717948,7.826480021,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
22,79,17,21.42451099,20.39659714,5.912289889,116.5206923,kidneybeans,0.833041308,1401.378554,184.9311428,19.58368708,18.10123569,11.34539553,3.768179825,1.28216256,1.777366412,0.325986619,38.70739029,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
27,80,15,19.07096165,21.21092266,5.788386951,86.21917578,kidneybeans,2.423250934,2335.211739,118.9972029,99.40241401,45.24882689,18.86978173,2.998448549,1.65224187,3.906589711,0.458283912,9.669729163,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
10,55,23,21.18853178,19.63438599,5.728233081,137.1948633,kidneybeans,0.550134761,1940.237982,78.27484043,34.60801045,39.89787057,14.85226041,7.596114972,2.922024483,2.865705345,0.548798424,26.04511649,"Urea (High Nitrogen), Muriate of Potash (High Potassium)"
23,65,20,23.0429097,22.42610972,5.833940084,108.3684316,kidneybeans,1.428754115,2105.653106,356.1808355,67.30737159,44.96224858,31.40614056,0.128537768,4.203014668,0.586283335,0.77469054,11.49547818,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
19,78,16,20.65375833,23.10538637,5.967533236,67.71768947,kidneybeans,2.102653775,3041.202135,420.2854182,86.18511735,49.9264701,6.393070309,1.606461017,4.248690314,2.900751988,0.803680971,17.56390778,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
19,65,25,18.09551014,18.29318436,5.625096446,144.7902323,kidneybeans,2.143714695,1290.876553,238.2532845,94.73994314,34.85918436,36.68732511,9.069853393,2.355364974,4.824468408,0.234450556,25.24496394,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
22,70,19,18.23775702,21.07643273,5.515615023,69.44951585,kidneybeans,1.882379879,4792.026707,444.919812,17.47952873,9.281038043,46.97247918,0.175033396,0.483528309,1.146234181,0.686856171,36.76787199,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
37,64,22,17.48189735,18.8251973,5.954665349,121.9401369,kidneybeans,2.050970814,3686.58893,50.14258399,39.19120474,41.01513509,15.20106162,9.372055434,4.295771933,3.104601468,0.460989045,21.16409569,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
11,71,17,19.9191786,21.47324158,5.74644777,82.68554379,kidneybeans,0.622366503,4985.796797,123.9304195,19.25263312,41.27199214,47.60713176,3.424971675,4.132902102,4.340426688,0.122468727,27.26257148,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
18,79,20,20.27514686,23.2353604,5.877347515,139.7521543,kidneybeans,1.599124555,4839.416439,361.2086714,31.28906139,43.50586071,8.881495395,4.108915291,4.743096555,1.658179715,0.213351919,6.756112116,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
21,63,17,15.77370214,19.2303162,5.979973965,108.3441414,kidneybeans,1.214988056,1314.909196,258.4756092,20.67025069,25.80518558,3.68868135,4.033787304,4.74294957,0.65200298,0.149239575,33.14542957,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
24,80,22,16.71170642,19.17651433,5.635993966,96.77285817,kidneybeans,2.263153006,1250.805616,339.5052392,33.7767634,41.62739015,4.591703736,7.783878408,3.213532368,2.572160086,0.25922204,30.89327432,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
34,60,22,17.66148158,18.15302753,5.635231778,100.6711761,kidneybeans,0.224294838,4198.208878,367.4119049,53.56475528,27.99370594,37.49044388,0.42516252,0.551866,0.809977681,0.556098482,27.70376231,"Urea (High Nitrogen), Muriate of Potash (High Potassium)"
16,75,21,18.50692825,23.61670065,5.679224346,87.0513289,kidneybeans,0.316272357,2587.985787,283.6836928,79.17154179,49.55686171,45.64692844,0.216448101,0.951035649,0.12971866,0.951651543,17.04883131,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
17,77,23,24.51324787,20.81527638,5.670062975,64.19497947,kidneybeans,1.320526559,2609.713225,449.2596042,59.09573018,42.0149555,38.04461704,2.606475631,1.103911113,0.347623361,0.705590247,29.74412992,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
37,72,18,18.87614998,24.54038287,5.724242065,105.4120514,kidneybeans,2.126678093,1304.130078,104.5761988,38.855385,40.62891151,4.594615217,3.60002064,1.605721509,1.866568655,0.889491978,5.433735556,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
40,73,20,21.59343016,20.31871249,5.811314232,61.13872036,kidneybeans,0.975269888,2184.346202,240.8776486,93.20561479,11.38199905,3.298842167,7.286047119,0.071098476,2.25844217,0.82151051,39.65381115,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
9,77,17,20.12373284,24.45202552,5.783425416,106.158201,kidneybeans,2.236263791,1970.571989,192.0741428,97.21558199,18.45032259,40.26231196,6.608341026,0.926947704,0.307750409,0.224259907,9.854302403,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
1,62,23,15.43546065,18.37477907,5.607808432,139.0302034,kidneybeans,0.684592644,1143.398597,440.7347216,46.43008189,11.41910913,44.05373573,4.861533683,0.705385566,2.875995987,0.694053202,21.77328739,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
33,59,22,22.64236876,21.59396123,5.946999529,122.3886015,kidneybeans,1.287887539,2174.339603,369.3396068,31.5597426,1.187997077,33.83521687,1.079167421,0.525978651,1.83757654,0.064073715,38.25837291,"Urea (High Nitrogen), Muriate of Potash (High Potassium)"
23,59,19,21.98560799,24.87304788,5.852046999,129.5650601,kidneybeans,0.239682569,2269.992329,221.0693218,59.21591831,23.77063604,27.39828458,7.260925611,4.067341258,0.263646302,0.796895847,36.89191729,"Urea (High Nitrogen), Muriate of Potash (High Potassium)"
6,62,22,20.53052663,18.09224048,5.824090984,120.4509288,kidneybeans,0.476707444,4211.900865,258.0724312,96.67983342,5.580007993,49.08597584,5.592327875,2.749524369,1.846358283,0.962900824,18.86223888,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
25,63,20,15.78601387,21.14544088,5.502999119,95.17028129,kidneybeans,0.672959492,4579.035882,378.4897241,87.28426469,8.52875111,43.33369443,9.447254462,4.735825583,2.237872499,0.546508361,30.99735162,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
7,79,23,19.6365349,19.68751084,5.821649914,96.65888933,kidneybeans,0.425827903,4428.749157,189.3682212,45.21283059,47.14651127,13.30742347,6.885661275,3.260170903,1.688690263,0.610453128,12.92192368,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
8,72,17,20.57341244,19.7520218,5.711439256,87.87869161,kidneybeans,1.137352316,4750.113291,263.573747,52.17808521,34.14910678,47.42094872,0.820745694,1.9385107,2.756424066,0.186962711,20.65802283,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
27,64,15,20.16080524,24.84207559,5.514927264,138.2362122,kidneybeans,0.20515067,3014.980124,310.8539729,26.05147535,43.89169179,10.07045336,2.356744787,3.418438568,1.989405487,0.856815668,15.37281522,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
28,66,23,21.53989176,24.25386207,5.99616119,120.6913038,kidneybeans,1.551313289,1084.496804,402.7122728,26.02627027,47.06188181,47.94800066,8.128205535,0.271271136,4.118975379,0.189819031,36.12543831,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
32,57,18,15.53834801,23.75560241,5.695422863,107.3850593,kidneybeans,1.181638041,4469.278253,347.4436098,11.05826318,6.565316607,5.777448818,1.717577029,0.890040353,0.495138339,0.461242758,5.400307267,"Urea (High Nitrogen), Muriate of Potash (High Potassium)"
27,56,22,19.91853092,20.70099804,5.833010958,108.6434544,kidneybeans,0.944415114,3683.323443,433.2873031,97.5738513,36.38859447,30.00409233,2.734726823,0.241446918,1.582761987,0.782863198,25.26206951,"Urea (High Nitrogen), Muriate of Potash (High Potassium)"
17,77,24,20.76952209,18.93146941,5.568456899,109.0193712,kidneybeans,0.324267608,2472.98609,214.9311312,31.39871149,39.34118033,21.47370234,5.194976286,1.217493747,0.556354718,0.796985685,32.66520541,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
0,65,15,23.46168338,23.22197648,5.645435626,95.84253438,kidneybeans,0.365314601,3329.99264,430.7595979,12.17879886,31.00132194,22.1112529,6.095909869,0.46122014,3.430381159,0.525268298,20.27887425,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
13,72,21,24.32116642,21.0278674,5.821194486,60.27552528,kidneybeans,1.674717895,1617.81122,401.6814202,87.60045868,45.26721832,46.07205747,6.547214683,3.697229716,4.817454128,0.716915211,30.60639169,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
34,60,23,20.12574053,24.96969858,5.659254981,100.0497183,kidneybeans,1.112717753,2679.369005,431.3684977,39.191093,38.16765329,30.47499627,6.901646049,4.471196211,2.22430288,0.023924392,34.38687884,"Urea (High Nitrogen), Muriate of Potash (High Potassium)"
9,80,19,21.80619564,18.57086554,5.945465949,125.0972687,kidneybeans,2.4263132,2273.451893,120.1844332,19.71660467,11.37994839,18.75309534,3.745943593,4.289532947,0.459375881,0.551851934,25.7339013,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
11,72,20,19.52226241,24.92607153,5.951177452,113.334026,kidneybeans,1.623332023,2511.087032,436.1470594,44.21357203,34.42626672,9.483823067,9.145578886,2.02491158,2.535351253,0.763039515,21.66972085,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
3,67,24,17.00067625,19.90790546,5.520880014,103.2926407,kidneybeans,0.851413235,2660.706145,429.8827229,57.32030095,49.51147067,31.42015701,5.230218459,3.866096026,3.848114311,0.512794975,20.44173708,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
35,69,23,16.78791503,24.96881755,5.578410206,75.45328039,kidneybeans,2.181660536,2722.482462,324.6500537,48.99228153,46.6765222,24.11018322,4.796883598,0.526721883,4.533461945,0.092961523,7.454134482,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
3,77,25,24.84906168,22.89464642,5.608165195,62.21292186,kidneybeans,1.375427205,1555.349893,422.8890153,89.93347944,31.90132821,29.94800937,4.04410483,3.542051651,2.504202922,0.664124717,17.11719194,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
23,62,19,16.51783455,20.4555596,5.609435128,98.77794225,kidneybeans,1.641771522,4726.669365,109.4648424,50.51716834,26.00443762,44.87748137,3.978271974,3.413360179,2.461269201,0.318086689,23.48291409,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
22,71,17,18.15300153,19.38602098,5.509295379,107.6907964,kidneybeans,0.670174576,3289.933299,409.6938801,46.27370736,26.77745393,41.07427929,6.940944288,3.592187301,4.432182204,0.523649588,5.532401436,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
31,79,25,23.18864385,22.3104551,5.902033406,63.38208822,kidneybeans,0.813289281,4567.033992,57.38446464,27.98454089,38.03417334,4.572907613,7.111158302,4.672064543,4.304478918,0.841321697,16.62348496,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
34,59,18,23.38002569,21.98879437,5.744117663,87.66898664,kidneybeans,1.148727904,2217.144556,176.5886534,45.50210024,30.98761823,1.057953967,8.572989618,1.783283522,4.720800318,0.151506945,12.01152721,"Urea (High Nitrogen), Muriate of Potash (High Potassium)"
12,63,17,18.358923,19.37703396,5.717143397,138.414764,kidneybeans,1.892057522,2278.921689,89.48432026,66.33705574,14.37683154,15.07694731,8.013699219,0.052407779,1.320993486,0.124698284,7.234704707,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
27,56,20,19.25975367,20.51346956,5.542690119,94.9533526,kidneybeans,1.768631362,4230.077172,432.6657434,33.03933188,4.716679921,7.849916797,6.290635715,3.359902091,0.714179176,0.742251458,39.19975795,"Urea (High Nitrogen), Muriate of Potash (High Potassium)"
7,63,24,22.95458237,24.03553105,5.858617867,107.7315386,kidneybeans,2.21713864,2176.92065,67.69518174,95.75799395,18.11808762,11.41500646,5.310308551,0.172915869,4.7397825,0.908251393,39.12765983,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
24,67,22,20.120043,22.89845607,5.618844277,104.6252153,kidneybeans,2.371449235,1198.50632,120.1722172,97.57894115,35.21748215,36.21520224,4.020755854,4.792012328,2.493326461,0.212736451,16.87085598,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
11,71,24,21.14011423,22.7182355,5.606620346,141.6056722,kidneybeans,1.001054873,3019.899078,321.8375789,97.24239404,24.29563716,13.84648093,0.888447209,1.377614468,1.692007935,0.857949512,12.80863897,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
37,74,15,24.92360104,18.22590825,5.582178402,62.7089169,kidneybeans,1.540424029,2244.208568,461.5636318,10.32458721,5.865470927,48.51317227,0.426832939,1.041216885,0.920962865,0.586882043,31.26429233,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
25,76,24,15.33042636,24.91506728,5.56503533,135.3315583,kidneybeans,0.365619673,2167.731572,392.1844516,20.79808364,21.37351078,18.26915598,0.277906429,1.19847989,3.295118565,0.317964376,17.901274,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
34,66,17,18.81097271,21.27833035,5.889614577,125.084915,kidneybeans,0.745369857,3590.505036,393.5226186,96.78354663,29.36150775,9.471922131,4.078622519,4.359135408,3.219493168,0.111063685,35.98966171,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
20,69,15,23.44260668,22.77255917,5.934136378,107.4137246,kidneybeans,2.253076392,1841.239297,345.8373811,98.22086405,15.12149859,17.84091144,3.047894277,0.627289581,3.152778257,0.348405299,24.5451966,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
37,65,16,22.8352024,18.97267518,5.683548308,63.59276673,kidneybeans,0.248200013,3633.515707,179.304054,39.20352746,1.277296298,29.04079211,4.564392717,4.796115246,4.287327567,0.291666172,10.48406744,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
18,74,15,24.9035819,22.27512704,5.70836603,146.4727237,kidneybeans,0.810781554,2458.417799,170.991489,71.91202968,7.981426109,37.0420268,1.659966461,4.7426652,4.328374236,0.547288927,39.85226872,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
4,67,25,23.78709569,24.35679348,5.948164454,119.6404412,kidneybeans,1.788883296,1086.54879,376.8785124,86.7495251,9.115837938,17.25244366,5.760133739,2.588003129,1.178865388,0.518103273,11.40627412,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
37,56,25,22.05592283,19.60379304,5.774755144,126.7265372,kidneybeans,1.355142204,2446.723832,109.4368987,29.3016601,31.64156663,39.02997188,8.010501474,0.731308131,4.421964528,0.836410315,34.61388075,"Urea (High Nitrogen), Muriate of Potash (High Potassium)"
5,59,15,18.87492997,20.18238348,5.97229163,134.1811718,kidneybeans,1.389569707,2843.933075,353.0492229,65.7920869,38.29338686,44.95895736,8.269851882,2.692424488,2.594230861,0.716542457,21.44789481,"Urea (High Nitrogen), Muriate of Potash (High Potassium)"
11,61,21,18.62328774,23.02410338,5.532100554,135.3378033,kidneybeans,0.492729646,1525.976752,393.8921488,76.20635325,42.60268247,30.88913628,1.604323063,4.613115236,0.738485785,0.066249726,34.69358317,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
22,80,20,23.00884744,18.86880997,5.669560726,100.118612,kidneybeans,1.595100832,1893.779951,243.4751022,97.16510482,10.03646647,16.4394535,2.005885519,2.875766426,1.794449599,0.891749953,35.53041798,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
12,61,19,19.33162606,24.13995025,5.655726817,68.51253427,kidneybeans,1.80245002,1429.553067,348.0816639,67.8618759,13.30717646,11.46227524,3.775693529,0.150607587,2.040324549,0.61590953,30.74203129,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
5,74,21,16.24469193,21.35793891,5.591704014,66.97053257,kidneybeans,1.522039656,2378.137497,357.3116674,95.46939176,45.29732901,32.28953468,4.459833015,2.464787114,1.750058037,0.027709812,36.80931733,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
27,69,22,17.91652287,24.90814655,5.932323085,69.14681022,kidneybeans,0.660177328,2721.304691,245.9305336,86.13563019,29.82683859,14.43962037,8.245962697,0.946393447,3.24152027,0.67122564,21.29939418,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
31,75,18,15.46789263,21.43780702,5.824208309,88.88796102,kidneybeans,1.473895745,3203.566959,458.73835,31.82748941,15.03485965,29.17842307,1.618901159,2.865987609,3.978119136,0.954803188,38.35189653,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
36,68,20,17.06104474,23.77201471,5.86442953,81.83420522,kidneybeans,0.249879096,1190.263279,68.47158232,47.43515516,43.22443106,43.15489656,8.732556828,3.220535768,4.922424099,0.783109951,21.09612797,"Urea (High Nitrogen), Reduce phosphorus-based fertilizers, Muriate of Potash (High Potassium)"
